owner,name,full_name,stargazer_count,fork_count,language,total_releases,avg_release_interval_days,release_type,collaborator_count,sonarqube_analyzed,sonarqube_analyzed_at,bugs,vulnerabilities,code_smells,sqale_index,coverage,duplicated_lines_density,ncloc,complexity,cognitive_complexity,reliability_rating,security_rating,sqale_rating,alert_status
AlistGo,alist,AlistGo/alist,48546,8004,Go,141,9.0,rapid,17900,True,2025-11-16T22:04:09.581462,0,0,588,5665,0.0,5.2,80321,14410,15154,1.0,1.0,1.0,OK
ReactiveX,RxJava,ReactiveX/RxJava,48442,7609,Java,243,11.0,rapid,33600,False,,,,,,,,,,,,,,
iamkun,dayjs,iamkun/dayjs,48384,2391,JavaScript,125,12.5,rapid,34800,True,2025-11-16T22:04:09.581462,1,0,143,1007,0.0,50.4,8156,1335,787,3.0,1.0,1.0,OK
unslothai,unsloth,unslothai/unsloth,48293,3965,Python,20,21.0,rapid,10000,True,2025-11-16T22:04:09.581462,21,0,1348,7580,0.0,10.6,28838,3208,4635,5.0,1.0,1.0,OK
typst,typst,typst/typst,48007,1312,Rust,25,19.0,rapid,39000,True,2025-11-16T22:04:09.581462,1,0,109,617,0.0,1.2,84094,16808,8501,3.0,1.0,1.0,OK
JuliaLang,julia,JuliaLang/julia,47968,5671,Julia,186,19.5,rapid,185800,True,2025-11-16T22:04:09.581462,0,0,4,17,0.0,0.0,199,20,36,1.0,1.0,1.0,OK
nlohmann,json,nlohmann/json,47864,7211,C++,45,29.5,rapid,34400,True,2025-11-16T22:04:09.581462,0,0,11,52,0.0,0.0,554,132,144,1.0,1.0,1.0,OK
jesseduffield,lazydocker,jesseduffield/lazydocker,47610,1505,Go,43,25.5,rapid,8600,True,2025-11-16T22:04:09.581462,0,0,21,98,0.0,7.8,8772,1210,1058,1.0,1.0,1.0,OK
dkhamsing,open-source-ios-apps,dkhamsing/open-source-ios-apps,47396,5656,Unknown,37,12.0,rapid,40200,False,,,,,,,,,,,,,,
gogs,gogs,gogs/gogs,47201,5059,Go,84,22.0,rapid,55900,True,2025-11-16T22:04:09.581462,80,0,5061,34077,0.0,4.0,104121,19818,22154,5.0,1.0,1.0,OK
lyswhut,lx-music-desktop,lyswhut/lx-music-desktop,47128,6499,TypeScript,110,18.0,rapid,1400,False,,,,,,,,,,,,,,
pandas-dev,pandas,pandas-dev/pandas,47110,19300,Python,113,27.0,rapid,404300,False,,,,,,,,,,,,,,
hashicorp,terraform,hashicorp/terraform,47089,10110,Go,391,7.0,rapid,230400,True,2025-11-16T22:04:09.581462,0,0,2050,22102,0.0,6.6,212135,38129,38349,1.0,1.0,1.0,OK
lllyasviel,Fooocus,lllyasviel/Fooocus,47037,7604,Python,21,7.0,rapid,5800,True,2025-11-16T22:04:09.581462,33,0,1448,9646,0.0,11.5,40400,6980,8079,5.0,1.0,1.0,OK
2dust,v2rayNG,2dust/v2rayNG,46968,6592,Kotlin,265,7.0,rapid,6400,True,2025-11-16T22:04:09.581462,2,1,173,920,0.0,1.9,20410,1813,1622,2.0,3.0,1.0,OK
serverless,serverless,serverless/serverless,46893,5743,JavaScript,464,6.0,rapid,122900,False,,,,,,,,,,,,,,
termux,termux-app,termux/termux-app,46876,5485,Java,95,14.0,rapid,8500,False,,,,,,,,,,,,,,
dbeaver,dbeaver,dbeaver/dbeaver,46857,3930,Java,235,14.0,rapid,41800,False,,,,,,,,,,,,,,
v2ray,v2ray-core,v2ray/v2ray-core,46682,8906,Go,247,6.0,rapid,9700,False,,,,,,,,,,,,,,
FlowiseAI,Flowise,FlowiseAI/Flowise,46558,23095,TypeScript,77,11.5,rapid,26700,True,2025-11-16T22:04:09.581462,87,1,6427,47129,0.0,22.2,204342,30581,28039,5.0,4.0,1.0,OK
bigskysoftware,htmx,bigskysoftware/htmx,46549,1543,JavaScript,27,31.0,rapid,44700,True,2025-11-16T22:04:09.581462,4,0,764,5582,0.0,86.8,11595,3470,3818,4.0,1.0,1.0,OK
slab,quill,slab/quill,46455,3593,TypeScript,95,10.5,rapid,16000,True,2025-11-16T22:04:09.581462,13,0,499,3605,0.0,0.3,12660,2050,1488,4.0,1.0,1.0,OK
pixijs,pixijs,pixijs/pixijs,46049,4916,TypeScript,298,9.0,rapid,58400,True,2025-11-16T22:04:09.581462,44,0,1422,9885,0.0,1.0,54581,8648,5502,4.0,1.0,1.0,OK
usememos,memos,usememos/memos,46019,3289,Go,82,8.0,rapid,31400,True,2025-11-16T22:04:09.581462,30,0,780,5469,0.0,8.8,68440,14614,6915,4.0,1.0,1.0,OK
jellyfin,jellyfin,jellyfin/jellyfin,45660,4125,C#,98,18.0,rapid,157900,True,2025-11-16T22:04:09.581462,7,0,5,21,0.0,0.0,674,6,0,3.0,1.0,1.0,OK
Homebrew,brew,Homebrew/brew,45456,10677,Ruby,459,6.0,rapid,128400,True,2025-11-16T22:04:09.581462,2,0,821,6918,0.0,0.9,82192,18212,15241,3.0,1.0,1.0,OK
oobabooga,text-generation-webui,oobabooga/text-generation-webui,45387,5828,Python,86,7.0,rapid,37600,True,2025-11-17T09:06:17.429758,12,0,325,3264,0.0,2.2,12143,2776,3759,5.0,1.0,1.0,OK
ColorlibHQ,AdminLTE,ColorlibHQ/AdminLTE,45155,18259,CSS,77,30.0,rapid,11800,True,2025-11-16T22:04:09.581462,1,0,100,231,0.0,0.0,33902,272,207,3.0,1.0,1.0,OK
jestjs,jest,jestjs/jest,45152,6614,TypeScript,213,7.0,rapid,172300,True,2025-11-16T22:04:09.581462,30,0,1157,6928,0.0,1.7,53035,9385,8581,4.0,1.0,1.0,OK
google,zx,google/zx,44827,1175,JavaScript,100,7.0,rapid,6300,True,2025-11-16T22:04:09.581462,3,0,92,840,0.0,0.0,3117,656,393,3.0,1.0,1.0,OK
microsoft,monaco-editor,microsoft/monaco-editor,44616,3908,JavaScript,165,6.5,rapid,32100,False,,,,,,,,,,,,,,
metabase,metabase,metabase/metabase,44589,6014,Clojure,698,6.0,rapid,47900,False,,,,,,,,,,,,,,
freqtrade,freqtrade,freqtrade/freqtrade,44581,9179,Python,104,29.0,rapid,37200,True,2025-11-16T22:04:09.581462,27,0,402,2514,0.0,2.4,42485,7277,7950,5.0,1.0,1.0,OK
vercel,hyper,vercel/hyper,44507,3549,TypeScript,88,13.0,rapid,28600,True,2025-11-16T22:04:09.581462,23,0,974,6074,0.0,0.1,11238,2620,2120,4.0,1.0,1.0,OK
ggml-org,whisper.cpp,ggml-org/whisper.cpp,44493,4930,C++,30,18.0,rapid,65900,False,,,,,,,,,,,,,,
prisma,prisma,prisma/prisma,44353,1929,TypeScript,232,11.0,rapid,32500,True,2025-11-16T22:04:09.581462,35,3,1425,11400,0.0,13.3,61460,11589,6981,4.0,5.0,1.0,OK
jeecgboot,JeecgBoot,jeecgboot/JeecgBoot,44349,15656,Java,64,33.0,rapid,3100,False,,,,,,,,,,,,,,
parcel-bundler,parcel,parcel-bundler/parcel,44005,2273,JavaScript,50,22.5,rapid,43000,False,,,,,,,,,,,,,,
grpc,grpc,grpc/grpc,43949,10980,C++,360,8.0,rapid,111600,True,2025-11-16T22:04:09.581462,30,6,2181,14203,0.0,3.6,119536,10889,9861,5.0,4.0,1.0,OK
babel,babel,babel/babel,43800,5776,TypeScript,446,8.0,rapid,123900,True,2025-11-16T22:04:09.581462,117,0,4262,26367,0.0,3.6,128031,30165,24709,5.0,1.0,1.0,OK
astral-sh,ruff,astral-sh/ruff,43780,1608,Rust,388,5.0,rapid,74600,False,,,,,,,,,,,,,,
tldraw,tldraw,tldraw/tldraw,43776,2843,TypeScript,92,7.0,rapid,20800,True,2025-11-16T22:04:09.581462,91,0,4078,27470,0.0,5.9,181325,30719,21448,5.0,1.0,1.0,OK
pyenv,pyenv,pyenv/pyenv,43642,3218,Roff,137,17.0,rapid,46500,True,2025-11-16T22:04:09.581462,0,0,2,18,0.0,0.0,409,86,97,1.0,1.0,1.0,OK
GitSquared,edex-ui,GitSquared/edex-ui,43606,2897,JavaScript,29,22.5,rapid,6300,True,2025-11-17T09:07:25.049971,13,0,911,7458,0.0,6.8,10209,4101,3916,3.0,1.0,1.0,OK
FuelLabs,fuels-rs,FuelLabs/fuels-rs,43544,1360,Rust,120,9.0,rapid,5400,True,2025-11-17T09:08:38.924797,36,0,295,1683,0.0,3.8,37155,3532,1226,3.0,1.0,1.0,OK
FuelLabs,fuels-ts,FuelLabs/fuels-ts,43520,1369,TypeScript,155,6.0,rapid,6200,False,,,,,,,,,,,,,,
coqui-ai,TTS,coqui-ai/TTS,43455,5764,Python,98,9.0,rapid,16500,True,2025-11-17T09:09:24.949797,73,0,1036,6669,0.0,10.5,53483,7494,7451,5.0,1.0,1.0,OK
tw93,Pake,tw93/Pake,43347,8328,Rust,36,19.0,rapid,5200,True,2025-11-16T22:04:09.581462,1,0,144,1050,0.0,0.0,4558,780,650,3.0,1.0,1.0,OK
apache,airflow,apache/airflow,43207,15938,Python,108,20.0,rapid,397800,True,2025-11-16T22:04:09.581462,47,61,3024,24101,0.0,5.3,408184,54439,49935,5.0,5.0,1.0,OK
bevyengine,bevy,bevyengine/bevy,43075,4232,Rust,48,27.5,rapid,142900,False,,,,,,,,,,,,,,
ChrisTitusTech,winutil,ChrisTitusTech/winutil,42756,2276,PowerShell,25,17.5,rapid,10700,True,2025-11-16T22:04:09.581462,0,0,0,0,0.0,0.0,450,1,0,1.0,1.0,1.0,OK
Unitech,pm2,Unitech/pm2,42727,2664,JavaScript,133,19.5,rapid,32900,True,2025-11-16T22:04:09.581462,42,0,2870,17542,0.0,8.7,16713,5351,5743,3.0,1.0,1.0,OK
getsentry,sentry,getsentry/sentry,42459,4506,Python,156,24.5,rapid,99400,False,,,,,,,,,,,,,,
KRTirtho,spotube,KRTirtho/spotube,42362,1875,Dart,42,32.5,rapid,8900,True,2025-11-16T22:04:09.581462,5,0,25,100,0.0,3.2,1955,111,58,3.0,1.0,1.0,OK
Alamofire,Alamofire,Alamofire/Alamofire,42229,7642,Swift,102,23.0,rapid,28100,True,2025-11-16T22:04:09.581462,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
streamlit,streamlit,streamlit/streamlit,42228,3886,Python,109,13.0,rapid,30100,True,2025-11-16T22:04:09.581462,15,10,2067,15210,0.0,2.3,160476,20393,12069,5.0,4.0,1.0,OK
Kong,kong,Kong/kong,42196,5019,Lua,145,19.0,rapid,44200,True,2025-11-16T22:04:09.581462,5,1,60,442,0.0,0.0,2998,437,373,4.0,2.0,1.0,OK
mingrammer,diagrams,mingrammer/diagrams,41717,2693,Python,44,10.5,rapid,17300,True,2025-11-16T22:04:09.581462,3,0,30,145,0.0,0.0,7592,220,166,3.0,1.0,1.0,OK
slidevjs,slidev,slidevjs/slidev,41698,1777,TypeScript,405,5.0,rapid,31400,True,2025-11-16T22:04:09.581462,13,1,389,2343,0.0,1.4,19842,3554,2722,4.0,4.0,1.0,OK
apache,dubbo,apache/dubbo,41582,26547,Java,113,23.0,rapid,66900,False,,,,,,,,,,,,,,
nolimits4web,swiper,nolimits4web/swiper,41581,9724,JavaScript,91,13.0,rapid,35200,True,2025-11-16T22:04:09.581462,14,0,935,6143,0.0,16.1,18202,4245,4250,4.0,1.0,1.0,OK
yarnpkg,yarn,yarnpkg/yarn,41538,2736,JavaScript,153,7.0,rapid,53500,True,2025-11-16T22:04:09.581462,26,0,961,7532,0.0,4.1,24133,5200,4970,5.0,1.0,1.0,OK
penpot,penpot,penpot/penpot,41501,2303,Clojure,64,20.0,rapid,24500,False,,,,,,,,,,,,,,
cli,cli,cli/cli,41361,7422,Go,183,13.0,rapid,62400,True,2025-11-16T22:04:09.581462,0,0,917,9570,0.0,2.2,121503,21218,22031,1.0,1.0,1.0,OK
hpcaitech,ColossalAI,hpcaitech/ColossalAI,41238,4540,Python,50,19.0,rapid,19600,True,2025-11-16T22:04:09.581462,179,2,3737,31279,0.0,15.1,167561,29731,36967,5.0,5.0,1.0,OK
upscayl,upscayl,upscayl/upscayl,41171,1942,TypeScript,29,10.5,rapid,4800,True,2025-11-16T22:04:09.581462,15,0,235,954,0.0,0.0,7455,847,537,3.0,1.0,1.0,OK
psf,black,psf/black,41141,2666,Python,48,34.0,rapid,48500,True,2025-11-16T22:04:09.581462,1,0,168,1984,0.0,17.6,96778,3082,3914,2.0,1.0,1.0,OK
hexojs,hexo,hexojs/hexo,40989,5020,TypeScript,117,18.0,rapid,19900,True,2025-11-16T22:04:09.581462,8,0,282,1869,0.0,0.7,7836,2064,1583,4.0,1.0,1.0,OK
styled-components,styled-components,styled-components/styled-components,40982,2520,TypeScript,176,9.5,rapid,37800,True,2025-11-17T01:02:00.423169,61,0,344,1859,0.0,3.9,13352,1916,664,4.0,1.0,1.0,OK
vuetifyjs,vuetify,vuetifyjs/vuetify,40812,7117,TypeScript,620,6.0,rapid,113700,True,2025-11-16T22:04:09.581462,72,0,1155,5557,0.0,11.0,69016,10569,6893,4.0,1.0,1.0,OK
colinhacks,zod,colinhacks/zod,40714,1682,TypeScript,191,8.0,rapid,45500,True,2025-11-16T22:04:09.581462,75,0,1270,12208,0.0,14.9,25747,5336,4074,4.0,1.0,1.0,OK
deepspeedai,DeepSpeed,deepspeedai/DeepSpeed,40696,4629,Python,102,15.0,rapid,42600,True,2025-11-16T22:04:09.581462,56,0,1947,14786,0.0,5.7,73691,17156,20011,5.0,1.0,1.0,OK
fastlane,fastlane,fastlane/fastlane,40667,5957,Ruby,552,5.0,rapid,160800,False,,,,,,,,,,,,,,
crewAIInc,crewAI,crewAIInc/crewAI,40411,5395,Python,124,6.0,rapid,26600,True,2025-11-16T22:04:09.581462,11,3,557,7060,0.0,2.4,56063,9142,11286,4.0,4.0,1.0,OK
tabler,tabler,tabler/tabler,40327,4274,HTML,51,25.5,rapid,15400,True,2025-11-16T22:04:09.581462,25,0,395,1994,0.0,1.0,24537,561,119,4.0,1.0,1.0,OK
jgm,pandoc,jgm/pandoc,40219,3681,Haskell,151,16.0,rapid,60900,True,2025-11-16T22:04:09.581462,0,0,41,163,0.0,0.0,4576,65,89,1.0,1.0,1.0,OK
files-community,Files,files-community/Files,40121,2506,C#,126,9.0,rapid,30900,False,,,,,,,,,,,,,,
chakra-ui,chakra-ui,chakra-ui/chakra-ui,39951,3528,TypeScript,3564,7.0,rapid,77600,False,,,,,,,,,,,,,,
makeplane,plane,makeplane/plane,39891,2883,TypeScript,50,15.5,rapid,13100,True,2025-11-16T22:04:09.581462,568,4,6965,52755,0.0,21.4,363363,39287,23311,5.0,4.0,1.0,OK
hiroi-sora,Umi-OCR,hiroi-sora/Umi-OCR,39848,3947,Python,31,32.5,rapid,1600,True,2025-11-17T01:00:44.457867,2,0,737,3369,0.0,0.2,9370,2244,2618,3.0,1.0,1.0,OK
ray-project,ray,ray-project/ray,39825,6901,Python,117,26.0,rapid,139500,False,,,,,,,,,,,,,,
zhayujie,chatgpt-on-wechat,zhayujie/chatgpt-on-wechat,39709,9493,Python,63,11.0,rapid,9400,True,2025-11-17T01:00:25.035477,23,0,1073,5401,0.0,16.4,16439,3014,4683,5.0,1.0,1.0,OK
php,php-src,php/php-src,39620,7960,C,29,27.0,rapid,156300,False,,,,,,,,,,,,,,
logseq,logseq,logseq/logseq,39380,2366,Clojure,151,6.0,rapid,30300,False,,,,,,,,,,,,,,
pingcap,tidb,pingcap/tidb,39314,6054,Go,211,13.0,rapid,103000,True,2025-11-16T22:04:09.581462,3,0,4540,64670,0.0,2.3,660997,138457,152027,3.0,1.0,1.0,OK
videojs,video.js,videojs/video.js,39294,7523,JavaScript,334,11.0,rapid,54500,True,2025-11-16T22:04:09.581462,25,0,564,3451,0.0,0.7,14815,3707,2611,4.0,1.0,1.0,OK
janhq,jan,janhq/jan,39290,2382,TypeScript,93,7.5,rapid,12200,True,2025-11-16T22:04:09.581462,57,0,904,5543,0.0,2.8,56921,9494,6840,4.0,1.0,1.0,OK
aria2,aria2,aria2/aria2,39218,3773,C++,24,30.5,rapid,7300,True,2025-11-16T22:04:09.581462,0,0,114,603,0.0,0.0,1134,100,163,1.0,1.0,1.0,OK
Dogfalo,materialize,Dogfalo/materialize,39148,4686,JavaScript,41,28.0,rapid,30500,True,2025-11-16T22:04:09.581462,47,0,671,3305,0.0,5.2,28800,2194,2341,4.0,1.0,1.0,OK
trpc,trpc,trpc/trpc,38900,1431,TypeScript,222,5.0,rapid,48500,True,2025-11-16T22:04:09.581462,13,0,588,4156,0.0,7.8,31852,3410,2226,4.0,1.0,1.0,OK
milvus-io,milvus,milvus-io/milvus,38897,3539,Go,140,13.0,rapid,33600,False,,,,,,,,,,,,,,
photoprism,photoprism,photoprism/photoprism,38760,2163,Go,78,7.0,rapid,18700,True,2025-11-16T22:04:09.581462,20,0,1778,17636,0.0,7.3,164598,27137,26092,4.0,1.0,1.0,OK
usebruno,bruno,usebruno/bruno,38644,1966,JavaScript,150,6.0,rapid,39600,True,2025-11-16T22:04:09.581462,429,1,5146,33691,0.0,11.4,95868,19511,13137,4.0,4.0,1.0,OK
phaserjs,phaser,phaserjs/phaser,38597,7127,JavaScript,172,14.0,rapid,66100,True,2025-11-16T22:04:09.581462,270,0,29918,187900,0.0,22.4,163714,35002,41921,3.0,1.0,1.0,OK
mudler,LocalAI,mudler/LocalAI,38483,3053,Go,90,7.0,rapid,15400,True,2025-11-16T22:04:09.581462,385,0,962,7274,0.0,5.4,51362,5314,6898,3.0,1.0,1.0,OK
gofiber,fiber,gofiber/fiber,38436,1901,Go,129,11.0,rapid,42400,True,2025-11-16T22:04:09.581462,0,0,96,1589,0.0,2.5,17896,4094,4338,1.0,1.0,1.0,OK
appsmithorg,appsmith,appsmithorg/appsmith,38435,4349,TypeScript,296,6.0,rapid,37300,False,,,,,,,,,,,,,,
Aider-AI,aider,Aider-AI/aider,38410,3658,Python,93,6.0,rapid,17400,True,2025-11-17T01:02:48.085570,28,6,636,4709,0.0,1.2,32835,4884,5889,5.0,4.0,1.0,OK
novuhq,novu,novuhq/novu,38181,4162,TypeScript,83,21.0,rapid,48600,False,,,,,,,,,,,,,,
PhilJay,MPAndroidChart,PhilJay/MPAndroidChart,38153,9058,Java,44,21.0,rapid,8000,False,,,,,,,,,,,,,,
preactjs,preact,preactjs/preact,38153,2026,JavaScript,232,10.0,rapid,36500,True,2025-11-16T22:04:09.581462,10,0,242,1934,0.0,0.0,6542,1547,1469,3.0,1.0,1.0,OK
ant-design,ant-design-pro,ant-design/ant-design-pro,37658,8219,TypeScript,26,33.0,rapid,36000,True,2025-11-17T01:03:21.632339,1,0,49,226,0.0,18.2,5610,303,105,2.0,1.0,1.0,OK
istio,istio,istio/istio,37626,8162,Go,406,7.0,rapid,136800,False,,,,,,,,,,,,,,
lapce,lapce,lapce/lapce,37622,1197,Rust,34,22.5,rapid,18700,True,2025-11-16T22:04:09.581462,0,0,135,809,0.0,1.9,61502,11488,8770,1.0,1.0,1.0,OK
Kong,insomnia,Kong/insomnia,37538,2174,TypeScript,535,6.0,rapid,34700,True,2025-11-16T22:04:09.581462,427,1,2576,17202,0.0,3.3,136671,20699,12235,4.0,5.0,1.0,OK
naptha,tesseract.js,naptha/tesseract.js,37481,2349,JavaScript,56,25.0,rapid,8400,True,2025-11-16T22:04:09.581462,16,0,144,794,0.0,0.0,1852,335,363,3.0,1.0,1.0,OK
denysdovhan,wtfjs,denysdovhan/wtfjs,37433,2668,JavaScript,25,11.5,rapid,8600,True,2025-11-16T22:04:09.581462,0,0,4,17,0.0,0.0,79,10,5,1.0,1.0,1.0,OK
dotnet,aspnetcore,dotnet/aspnetcore,37382,10484,C#,267,12.0,rapid,153600,False,,,,,,,,,,,,,,
mindsdb,mindsdb,mindsdb/mindsdb,37312,5991,Python,320,6.0,rapid,87700,True,2025-11-16T22:04:09.581462,68,2,1821,20899,0.0,3.0,100572,16759,21423,5.0,4.0,1.0,OK
halo-dev,halo,halo-dev/halo,37290,10131,Java,229,7.0,rapid,15700,False,,,,,,,,,,,,,,
nushell,nushell,nushell/nushell,37255,1966,Rust,113,21.0,rapid,80600,True,2025-11-16T22:04:09.581462,1,0,281,1685,0.0,11.3,217623,34648,21332,3.0,1.0,1.0,OK
upstash,context7,upstash/context7,37140,1838,JavaScript,23,7.0,rapid,9500,True,2025-11-16T22:04:09.581462,0,1,7,29,0.0,0.0,597,108,94,1.0,4.0,1.0,OK
NervJS,taro,NervJS/taro,37074,4878,TypeScript,204,9.0,rapid,78700,True,2025-11-16T22:04:09.581462,320,0,7835,53435,0.0,12.2,196189,37672,30897,5.0,1.0,1.0,OK
vlang,v,vlang/v,37005,2212,V,287,6.0,rapid,87200,True,2025-11-16T22:04:09.581462,17,0,98,514,0.0,0.0,3239,227,251,3.0,1.0,1.0,OK
alibaba,arthas,alibaba/arthas,36846,7602,Java,61,29.0,rapid,22100,False,,,,,,,,,,,,,,
twentyhq,twenty,twentyhq/twenty,36814,4564,TypeScript,52,15.0,rapid,52100,False,,,,,,,,,,,,,,
chatchat-space,Langchain-Chatchat,chatchat-space/Langchain-Chatchat,36559,6060,Python,31,9.0,rapid,17200,True,2025-11-17T10:50:12.691634,16,0,559,3678,0.0,4.8,20892,2746,3634,5.0,1.0,1.0,OK
charmbracelet,bubbletea,charmbracelet/bubbletea,36537,1026,Go,69,13.0,rapid,14200,True,2025-11-16T22:04:09.581462,0,0,38,347,0.0,1.2,7894,1505,1111,1.0,1.0,1.0,OK
docker,compose,docker/compose,36476,5559,Go,271,11.0,rapid,23800,True,2025-11-16T22:04:09.581462,0,6,175,1838,0.0,0.1,24158,4520,4738,1.0,3.0,1.0,OK
shadowsocks,shadowsocks-android,shadowsocks/shadowsocks-android,36396,11558,Kotlin,185,7.0,rapid,5100,True,2025-11-17T10:54:23.555330,7,1,81,492,0.0,0.0,12336,1515,1269,3.0,3.0,1.0,OK
date-fns,date-fns,date-fns/date-fns,36281,1876,TypeScript,122,11.0,rapid,41600,True,2025-11-17T10:57:16.723787,236,0,1617,8826,0.0,35.7,79964,7633,2287,4.0,1.0,1.0,OK
markedjs,marked,markedjs/marked,36050,3501,JavaScript,162,13.5,rapid,20700,True,2025-11-16T22:04:09.581462,8,0,215,1891,0.0,0.0,2974,637,909,3.0,1.0,1.0,OK
lerna,lerna,lerna/lerna,36048,2279,TypeScript,246,8.0,rapid,36200,True,2025-11-16T22:04:09.581462,20,0,871,4374,0.0,8.2,19553,3715,2193,4.0,1.0,1.0,OK
typeorm,typeorm,typeorm/typeorm,36031,6455,TypeScript,39,21.5,rapid,119300,True,2025-11-16T22:04:09.581462,50,0,3314,21052,0.0,20.4,80726,14993,11780,4.0,1.0,1.0,OK
outline,outline,outline/outline,35936,2944,TypeScript,152,13.0,rapid,21900,True,2025-11-16T22:04:09.581462,148,0,2581,19922,0.0,2.0,144232,20328,11863,4.0,1.0,1.0,OK
roboflow,supervision,roboflow/supervision,35892,3002,Python,33,20.5,rapid,11800,True,2025-11-16T22:04:09.581462,2,0,121,782,0.0,9.2,17244,2161,2290,5.0,1.0,1.0,OK
huggingface,pytorch-image-models,huggingface/pytorch-image-models,35779,5066,Python,72,30.0,rapid,18200,True,2025-11-17T10:50:56.610668,29,0,3080,23250,0.0,6.5,89246,13307,13446,5.0,1.0,1.0,OK
TeamNewPipe,NewPipe,TeamNewPipe/NewPipe,35599,3312,Java,137,15.0,rapid,101500,False,,,,,,,,,,,,,,
spacedriveapp,spacedrive,spacedriveapp/spacedrive,35567,1118,TypeScript,26,7.0,rapid,11600,True,2025-11-16T22:04:09.581462,42,1,1887,9027,0.0,2.9,128946,17018,10400,4.0,4.0,1.0,OK
ManimCommunity,manim,ManimCommunity/manim,35565,2527,Python,29,30.0,rapid,46800,True,2025-11-16T22:04:09.581462,8,0,440,2876,0.0,0.7,36831,6078,4956,5.0,1.0,1.0,OK
alvarotrigo,fullPage.js,alvarotrigo/fullPage.js,35491,7224,JavaScript,105,28.0,rapid,16900,True,2025-11-16T22:04:09.581462,90,2,839,4295,0.0,22.9,11315,1444,1083,5.0,4.0,1.0,OK
llvm,llvm-project,llvm/llvm-project,35422,15195,LLVM,142,13.0,rapid,815800,False,,,,,,,,,,,,,,
nativefier,nativefier,nativefier/nativefier,35329,2249,TypeScript,99,21.0,rapid,14100,True,2025-11-16T22:04:09.581462,2,0,162,967,0.0,0.0,5584,913,580,3.0,1.0,1.0,OK
portainer,portainer,portainer/portainer,35225,2719,TypeScript,167,14.0,rapid,25500,True,2025-11-16T22:04:09.581462,212,0,3431,23628,0.0,2.2,234524,32544,18106,5.0,1.0,1.0,OK
doocs,leetcode,doocs/leetcode,35166,9147,Java,21,24.0,rapid,19100,False,,,,,,,,,,,,,,
9001,copyparty,9001/copyparty,35029,1414,Python,322,5.0,rapid,7600,True,2025-11-16T22:04:09.581462,59,17,4856,43714,0.0,16.3,73898,14469,23986,5.0,5.0,1.0,OK
fastify,fastify,fastify/fastify,35009,2516,JavaScript,301,9.0,rapid,84900,True,2025-11-16T22:04:09.581462,6,0,357,7232,0.0,1.5,7517,1952,6490,4.0,1.0,1.0,OK
bumptech,glide,bumptech/glide,34980,6181,Java,54,32.0,rapid,18600,False,,,,,,,,,,,,,,
exelban,stats,exelban/stats,34725,1112,Swift,313,6.0,rapid,16700,True,2025-11-16T22:04:09.581462,0,0,77,264,0.0,0.0,368,113,148,1.0,1.0,1.0,OK
mifi,lossless-cut,mifi/lossless-cut,34669,1634,TypeScript,103,15.0,rapid,15400,True,2025-11-17T10:53:49.181812,24,0,901,3372,0.0,2.3,26439,4799,2921,3.0,1.0,1.0,OK
solidjs,solid,solidjs/solid,34585,1008,TypeScript,35,33.0,rapid,18000,True,2025-11-16T22:04:09.581462,19,0,480,2733,0.0,9.0,10603,3010,3016,4.0,1.0,1.0,OK
aseprite,aseprite,aseprite/aseprite,34491,7511,C++,119,27.0,rapid,14600,True,2025-11-16T22:04:09.581462,0,0,1,0,0.0,0.0,6689,0,0,1.0,1.0,1.0,OK
ShareX,ShareX,ShareX/ShareX,34445,3517,C#,83,33.0,rapid,28200,True,2025-11-16T22:04:09.581462,0,0,0,0,0.0,0.0,183,1,0,1.0,1.0,1.0,OK
typicode,husky,typicode/husky,34427,1080,JavaScript,80,11.0,rapid,13300,True,2025-11-16T22:04:09.581462,0,0,10,46,0.0,0.0,41,15,13,1.0,1.0,1.0,OK
mattermost,mattermost,mattermost/mattermost,34403,8128,TypeScript,885,5.0,rapid,117800,False,,,,,,,,,,,,,,
jaredpalmer,formik,jaredpalmer/formik,34336,2795,TypeScript,200,8.0,rapid,46000,True,2025-11-17T10:53:49.705151,3,0,507,3869,0.0,4.3,12730,1697,799,3.0,1.0,1.0,OK
laravel,framework,laravel/framework,34282,11668,PHP,887,6.0,rapid,467900,True,2025-11-17T11:03:19.217052,149,7,5103,62418,0.0,6.0,290971,46900,15582,5.0,5.0,1.0,OK
paperless-ngx,paperless-ngx,paperless-ngx/paperless-ngx,34237,2138,Python,131,6.0,rapid,42200,True,2025-11-17T11:02:17.186875,64,2,1374,6940,0.0,5.7,122219,10879,6037,4.0,5.0,1.0,OK
zenorocha,clipboard.js,zenorocha/clipboard.js,34187,3940,JavaScript,42,21.0,rapid,6200,True,2025-11-16T22:04:09.581462,0,0,13,151,0.0,21.4,598,70,38,1.0,1.0,1.0,OK
duckdb,duckdb,duckdb/duckdb,34133,2707,C++,54,34.0,rapid,62700,True,2025-11-16T22:04:09.581462,6,4,302,2122,0.0,0.8,11602,2044,2813,5.0,4.0,1.0,OK
atlassian,react-beautiful-dnd,atlassian/react-beautiful-dnd,34048,2732,JavaScript,68,9.0,rapid,13000,True,2025-11-17T10:59:12.969996,39,0,584,3429,0.0,26.6,66074,4619,1289,3.0,1.0,1.0,OK
